category,jour,qty,val
Couscous,05/08/2025,972,9053421.839999996
Couscous,05/08/2026,948,8829880.559999999
Couscous,05/09/2021,748,9286886.200000001
Couscous,05/09/2022,1366,12598949.919999998
Couscous,05/09/2023,1716,14416089.119999995
Couscous,05/09/2024,960,8941651.199999997
Couscous,05/09/2026,876,8159256.720000001
Couscous,05/10/2021,806,9185282.900000002
Couscous,05/10/2022,916,7947497.119999999
Couscous,05/10/2023,1008,9388733.759999998
Couscous,05/10/2024,1056,9835816.319999998
Couscous,05/10/2025,1308,12182999.759999998
Couscous,05/11/2022,732,6854609.039999999
Couscous,05/11/2023,897.6,7576887.6719999965
Couscous,05/11/2024,1348,11063080.559999997
Couscous,05/11/2025,720,6706238.399999999
Couscous,05/12/2021,1000,10014370.72
Couscous,05/12/2022,876,8203056.720000001
Couscous,05/12/2023,764,6817566.479999998
Couscous,05/12/2024,744,6929779.679999998
Couscous,06/01/2021,1058,8171563.399999999
Couscous,06/01/2022,324,4326607.079999999
Couscous,06/01/2024,976,8717556.719999999
Couscous,06/01/2025,864,8047486.079999997
Couscous,06/01/2026,505.2,4705543.943999999
Couscous,06/02/2021,2114,18536702.84
Couscous,06/02/2022,738,4557600
Couscous,06/02/2023,1075.3,9811092.479999999
Couscous,06/02/2024,1608,12738533.759999996
Couscous,06/02/2025,816,7600403.52
Couscous,06/03/2021,1320,11379526.84
Couscous,06/03/2022,1371.78,9446199.511599999
Couscous,06/03/2024,1054.8400000000001,8668333.6248
Couscous,06/03/2025,876,8159256.719999999
Couscous,06/04/2021,1256,10913985.120000001
Couscous,06/04/2022,1010.28,6769686.501599999
Couscous,06/04/2023,1076,9965816.319999998
Couscous,06/04/2024,1752,14079781.439999994
Couscous,06/04/2025,1296,12071229.119999997
Couscous,06/04/2026,1008,9388733.759999998
Couscous,06/05/2021,2135.6,21484077.16
Couscous,06/05/2023,2074,17432164.880000003
Couscous,06/05/2024,1472,12516541.44
Couscous,06/05/2025,918,8548568.639999997
Couscous,06/05/2026,817.2,7611580.583999999
Couscous,06/06/2021,756.6,7278882.290000001
Couscous,06/06/2022,820,7847105.2
Couscous,06/06/2023,1388,12365293.359999996
Couscous,06/06/2024,1218,10785036.959999995
Couscous,06/06/2026,876,8159256.719999999
Couscous,06/07/2021,812,7944056.48
Couscous,06/07/2022,1895.6,17331749.12
Couscous,06/07/2023,636,5923843.919999999
Couscous,06/07/2024,1356,12630082.319999993
Couscous,06/07/2025,852,7935715.439999998
Couscous,06/07/2026,1080,10059357.599999994
Couscous,06/08/2022,1846,16840775.92
Couscous,06/08/2023,1132,9946701.84
Couscous,06/08/2024,1568,13858452.959999997
Couscous,06/08/2025,1332,12406541.039999995
Couscous,06/08/2026,864,8047486.079999999
Couscous,06/09/2021,834,10251788.580000002
Couscous,06/09/2022,1160,10475051.599999998
Couscous,06/09/2023,1226,10784926.319999998
Couscous,06/09/2025,1704,15871430.879999999
Couscous,06/09/2026,1029.5,8842745.49
Couscous,06/10/2021,1092,13118289.96
Couscous,06/10/2022,1140.6,9993416.531999998
Couscous,06/10/2024,1198,10225630.56
Couscous,06/10/2025,1080,10059357.6
Couscous,06/11/2021,322,3647648.02
Couscous,06/11/2022,504,4719566.879999999
Couscous,06/11/2023,1460,11509278
Couscous,06/11/2024,1556,13075062.719999999
Couscous,06/11/2025,744,6929779.679999998
Couscous,06/12/2021,680.84,8033030.149999999
Couscous,06/12/2022,1068,10000986.959999995
Couscous,06/12/2023,866,7207933.920000001
Couscous,06/12/2025,1248,11624146.559999993
Couscous,07/01/2021,724,7370643.279999999
Couscous,07/01/2023,1758,15173399.759999998
Couscous,07/01/2024,752,6705795.84
Couscous,07/01/2025,985.6,9179592.48
Couscous,07/01/2026,576,5364990.719999999
Couscous,07/02/2021,1408,11680738.36
Couscous,07/02/2022,552,3422400
Couscous,07/02/2023,878,8078574.159999997
Couscous,07/02/2024,1386,11454333.12
Couscous,07/02/2026,1538,13019343.359999996
Couscous,07/03/2021,1216,11829378.440000001
Couscous,07/03/2022,1254.24,8580020.092799997
Couscous,07/03/2023,158,1164482.56
Couscous,07/03/2024,1264,10280686.079999998
Couscous,07/03/2026,840,7823944.799999994
Couscous,07/04/2021,2514,23466666.239999995
Couscous,07/04/2022,1226.4,8192699.328
Couscous,07/04/2024,804,7488632.879999999
Couscous,07/04/2025,1356,12630082.319999997
Couscous,07/04/2026,1044,9724044.719999999
Couscous,07/05/2022,1558,10966875.039999995
Couscous,07/05/2023,1882,14968421.84
Couscous,07/05/2024,1582.24,13132906.852799997
Couscous,07/05/2025,780,7265091.599999998
Couscous,07/05/2026,1104,10282898.879999999
Couscous,07/06/2021,1372,13353030.52
Couscous,07/06/2022,632,5566908.56
Couscous,07/06/2023,1348,11936440.159999998
Couscous,07/06/2026,1464,13636018.079999998
Couscous,07/07/2021,1738,18285442.96
Couscous,07/07/2022,1516,13350269.920000004
Couscous,07/07/2024,942,8214312.239999999
Couscous,07/07/2025,1068,9947586.959999997
Couscous,07/07/2026,1352,11846581.439999998
Couscous,07/08/2021,490,5248177.4399999995
Couscous,07/08/2022,1354,13155725.68
Couscous,07/08/2023,1228,11064740.16
Couscous,07/08/2024,1244,10840645.679999998
Couscous,07/08/2025,1272,11847687.839999996
Couscous,07/09/2021,795.1,9345437.13
Couscous,07/09/2022,1344,12073990.320000004
Couscous,07/09/2023,1533.8,13091594.639999997
Couscous,07/09/2024,576,5364990.719999998
Couscous,07/09/2025,1404,13077164.879999999
Couscous,07/10/2021,596,6503805.440000001
Couscous,07/10/2023,1564,13746571.680000003
Couscous,07/10/2024,1745.5,13646117.009999998
Couscous,07/10/2025,913.5,8508068.64
Couscous,07/11/2021,1246,11344908.82
Couscous,07/11/2022,508,4642454.959999999
Couscous,07/11/2023,1308,10839760.559999995
Couscous,07/11/2024,1240,11176510.799999997
Couscous,07/12/2021,790,7738746.1
Couscous,07/12/2022,1009,9448497.979999997
Couscous,07/12/2023,964,7710293.279999999
Couscous,07/12/2024,1212,11288834.639999995
Couscous,07/12/2025,915.6,8528099.831999997
Couscous,08/01/2022,240,3176148.12
Couscous,08/01/2023,1387,11842485.139999997
Couscous,08/01/2024,866,7879553.52
Couscous,08/01/2025,780,7265091.6
Couscous,08/01/2026,792,7376862.2399999965
Couscous,08/02/2021,1664,15137618.599999998
Couscous,08/02/2022,504,3124800
Couscous,08/02/2023,772,7114609.039999998
Couscous,08/02/2024,1362,10783045.439999998
Couscous,08/02/2025,1452,13524247.440000005
Couscous,08/02/2026,1104,10282898.879999997
Couscous,08/03/2021,1756,18022150.98
Couscous,08/03/2022,1122.04,7648068.0088
Couscous,08/03/2023,1280,11413357.599999998
Couscous,08/03/2025,1284,11959458.479999999
Couscous,08/03/2026,804,7488632.879999997
Couscous,08/04/2021,1396.4,11552243.02
Couscous,08/04/2023,1724,14819458.479999997
Couscous,08/04/2024,1124,9722939.279999997
Couscous,08/04/2025,1213.99,11306835.052799996
Couscous,08/04/2026,973.2,9064598.904
Couscous,08/05/2021,620,4893470.119999999
Couscous,08/05/2022,1160.4,8345181.84
Couscous,08/05/2023,1816,14100403.519999998
Couscous,08/05/2024,1652,13745354.64
Couscous,08/05/2025,877.9200000000001,8177140.022399998
Couscous,08/06/2021,994,9852415.24
Couscous,08/06/2022,656,6269507.6
Couscous,08/06/2023,1516,12994669.520000001
Couscous,08/06/2024,1304,11399498.879999997
Couscous,08/06/2026,1059,9863758.979999997
Couscous,08/07/2021,726,7062084.119999999
Couscous,08/07/2023,1302,11367275.039999997
Couscous,08/07/2024,876,8159256.719999999
Couscous,08/07/2025,1392,12965394.239999995
Couscous,08/07/2026,936,8718109.919999998
Couscous,08/08/2021,874,8749538.759999998
Couscous,08/08/2022,1218,11909080.560000002
Couscous,08/08/2023,1028.5,9281177.669999998
Couscous,08/08/2024,1336,10951309.92
Couscous,08/08/2026,1246,11605518.120000001
Couscous,08/09/2021,920,10395437.600000001
Couscous,08/09/2022,842,7493876.2399999965
Couscous,08/09/2024,735,6845951.699999997
Couscous,08/09/2025,1476,13747788.719999999
Couscous,08/10/2022,2006,17782148.32
Couscous,08/10/2023,1082.4,10081711.727999996
Couscous,08/10/2024,1208,10953080.159999998
Couscous,08/10/2025,840,7823944.799999998
Couscous,08/11/2021,712,7312732
Couscous,08/11/2022,708.84,6637733.704799999
Couscous,08/11/2023,1292,11287728.239999998
Couscous,08/11/2025,852,7935715.44
Couscous,08/12/2021,850,9310085.74
Couscous,08/12/2022,782.4,7326565.727999999
Couscous,08/12/2024,816,7600403.52
Couscous,08/12/2025,852,7935715.439999996
Couscous,09/01/2021,900,7238535
Couscous,09/01/2022,996,12011014.56
Couscous,09/01/2023,1053.2,9289552.503999997
Couscous,09/01/2024,842,7618700.039999997
Couscous,09/01/2025,1008,9388733.759999998
Couscous,09/02/2021,1074.8400000000001,10223397.509999998
Couscous,09/02/2022,564,3496800
Couscous,09/02/2023,858,7604867.759999999
Couscous,09/02/2025,1259.96,11660791.699199999
Couscous,09/02/2026,1122.7,9897171.84
Couscous,09/03/2021,1359.2,13286076.139999999
Couscous,09/03/2022,1386.12,9465040.2264
Couscous,09/03/2023,988,8965427.36
Couscous,09/03/2024,936,6479377.92
Couscous,09/03/2025,996,9276963.119999997
Couscous,09/03/2026,852,7935715.44
Couscous,09/04/2022,2488,17016892
Couscous,09/04/2023,1044,9724045.679999998
Couscous,09/04/2024,1491,10529404.02
Couscous,09/04/2025,1296,12071229.119999997
Couscous,09/04/2026,924,8606339.28
Couscous,09/05/2021,912,8026571.28
Couscous,09/05/2022,1168,8241072.879999999
Couscous,09/05/2023,1664,13754045.679999998
Couscous,09/05/2024,1252,10392788.639999997
Couscous,09/05/2026,972,9053421.84
Couscous,09/06/2021,492.4,4557001.220000001
Couscous,09/06/2022,448,3747282.159999999
Couscous,09/06/2024,982,8213759.039999998
Couscous,09/06/2025,684.6,6376515.012
Couscous,09/06/2026,1152,10729981.44
Couscous,09/07/2023,1036,9368109.919999998
Couscous,09/07/2024,1026,9220579.919999998
Couscous,09/07/2025,708,6594467.759999998
Couscous,09/07/2026,948,8829880.559999997
Couscous,09/08/2021,650,7028986.08
Couscous,09/08/2022,1146,9982673.279999997
Couscous,09/08/2023,2062,16482131.040000003
Couscous,09/08/2025,1572,14641953.84
Couscous,09/08/2026,1114,10376041.079999998
Couscous,09/09/2021,1070,10464162.260000002
Couscous,09/09/2023,1888,15645012.959999997
Couscous,09/09/2024,1072,9611721.839999996
Couscous,09/09/2025,1393.6,12979794.239999998
Couscous,09/10/2021,1080,11051655.239999998
Couscous,09/10/2022,966,8444350.319999997
Couscous,09/10/2023,1236.8400000000001,11520199.864799997
Couscous,09/10/2024,1212,10169468.64
Couscous,09/10/2025,840,7823944.799999999
Couscous,09/11/2021,1092,11812950.12
Couscous,09/11/2022,660,6180385.199999998
Couscous,09/11/2023,834,7656122.879999999
Couscous,09/11/2024,1344,12518311.679999998
Couscous,09/11/2025,744,6929779.68
Couscous,09/12/2021,578,5592158.78
Couscous,09/12/2023,462,3743486.6399999987
Couscous,09/12/2024,792,7376862.239999999
Couscous,09/12/2025,612,5700302.639999999
Couscous,10/01/2021,892,8036699.4399999995
Couscous,10/01/2022,683,7981655.75
Couscous,10/01/2023,1336,11708616.32
Couscous,10/01/2024,1045.5,9737545.679999996
Couscous,10/01/2026,852,7935715.439999997
Couscous,10/02/2021,1743,17500461.87
Couscous,10/02/2022,660,4092000
Couscous,10/02/2024,1766,13799746.319999998
Couscous,10/02/2025,1260,11735917.2
Couscous,10/02/2026,1199.4,10238627.624
Couscous,10/03/2021,1404,13921544.879999999
Couscous,10/03/2022,1407.4,9588342.028
Couscous,10/03/2024,1511.58,11840456.6676
Couscous,10/03/2025,1364,10838986.079999998
Couscous,10/03/2026,1152,10729981.439999998
Couscous,10/04/2021,2806,21419258.279999997
Couscous,10/04/2022,1572,10756333.439999998
Couscous,10/04/2023,1502,12498421.839999996
Couscous,10/04/2025,1106,10114966.319999998
Couscous,10/05/2021,480.6,4284386.57
Couscous,10/05/2022,1132,8040294.16
Couscous,10/05/2023,1200,9995091.599999998
Couscous,10/05/2025,900,8382797.999999997
Couscous,10/05/2026,1080,10059357.599999998
Couscous,10/06/2021,688,6484350.16
Couscous,10/06/2023,1396,12721229.120000001
Couscous,10/06/2024,900,8382797.999999999
Couscous,10/06/2025,1392,12965394.239999998
Couscous,10/06/2026,984,9165192.479999997
Couscous,10/07/2021,740,7495212.199999999
Couscous,10/07/2023,1264,11491752.079999996
Couscous,10/07/2024,1104,9387406.079999996
Couscous,10/07/2025,984,9165192.479999999
Couscous,10/08/2021,342,3320231.28
Couscous,10/08/2022,1065,10120504.259999998
Couscous,10/08/2023,1224,10057366.079999998
Couscous,10/08/2024,1852,14638081.439999994
Couscous,10/08/2025,1500,13971330
Couscous,10/08/2026,1344,12518311.68
Couscous,10/09/2022,2338,22813598.560000002
Couscous,10/09/2023,1096,9835263.119999997
Couscous,10/09/2024,1045.8400000000001,9741183.844799994
Couscous,10/09/2025,1140,10618210.799999999
Couscous,10/10/2021,1214,13064031.859999998
Couscous,10/10/2022,1522,13708141.040000005
Couscous,10/10/2023,964,8829659.28
Couscous,10/10/2024,1266,10560499.919999998
Couscous,10/11/2021,797.8,10126073.02
Couscous,10/11/2022,974.4,9124495.967999997
Couscous,10/11/2024,1214,11307463.079999998
Couscous,10/11/2025,888,8271027.359999997
Couscous,10/12/2022,924,8652539.279999997
Couscous,10/12/2023,914,7655016.479999999
Couscous,10/12/2024,948,8829880.559999995
Couscous,10/12/2025,708,6594467.760000001
Couscous,11/01/2021,1238,12740368.64
Couscous,11/01/2022,911.2,9278539.308
Couscous,11/01/2023,1392.84,12011740.984800002
Couscous,11/01/2024,908,8382687.359999998
Couscous,11/01/2025,1152,10729981.439999998
Couscous,11/01/2026,1308,12182999.759999992
Couscous,11/02/2021,1184,11185323.68
Couscous,11/02/2023,1652,13693875.039999997
Couscous,11/02/2024,1982,14244505.439999994
Couscous,11/02/2025,1278,11903573.159999996
Couscous,11/02/2026,1176,10953522.719999995
Couscous,11/03/2021,1568,15169581.120000001
Couscous,11/03/2023,1650,14162063.999999996
Couscous,11/03/2024,1326.25,10673861.719999997
Couscous,11/03/2025,1083,10087300.26
Couscous,11/03/2026,828.7,7718672.691999998
Couscous,11/04/2021,1819.8,14071382.799999995
Couscous,11/04/2022,1269,8843219.879999999
Couscous,11/04/2023,924,8606339.280000001
Couscous,11/04/2026,1056,9835816.32
Couscous,11/05/2021,458,4352835.800000001
Couscous,11/05/2022,1260.44,9064602.264800001
Couscous,11/05/2023,1072,9534568.639999999
Couscous,11/05/2024,1886,15589072.319999998
Couscous,11/05/2025,1242,11232451.44
Couscous,11/05/2026,780,7265091.599999998
Couscous,11/06/2022,1438,13293320.559999999
Couscous,11/06/2023,842.4,7846298.9279999975
Couscous,11/06/2024,1252,11288281.439999998
Couscous,11/06/2025,854.06,7954637.0912
Couscous,11/06/2026,744,6929779.68
Couscous,11/07/2021,590,5521295
Couscous,11/07/2022,1414,12415286.079999998
Couscous,11/07/2023,1056,9835816.319999997
Couscous,11/07/2024,844,7488079.68
Couscous,11/07/2026,1248,11624146.559999997
Couscous,11/08/2021,786,8194767.479999999
Couscous,11/08/2022,1072.6,9373697.331999999
Couscous,11/08/2024,1500,12404217.599999992
Couscous,11/08/2025,1260,11735917.2
Couscous,11/08/2026,1090,10152499.799999999
Couscous,11/09/2021,1166,11101807.34
Couscous,11/09/2022,1330,12662651.2
Couscous,11/09/2023,1660,14864609.999999996
Couscous,11/09/2024,1285.9,10857192.479999993
Couscous,11/09/2025,840,7823944.8
Couscous,11/10/2021,544,6454722.5200000005
Couscous,11/10/2022,932,8498315.439999996
Couscous,11/10/2023,1224,11400605.279999997
Couscous,11/10/2025,768,7153320.959999998
Couscous,11/11/2021,647.3,7039786.869999999
